original_prompt,prompt,negative_prompt
a creature with a body of a rabbit and antennae of a moth and legs of a horse,"A realistic creature with the body of a rabbit, the antennae of a moth, and the legs of a horse, standing on the ground.","Wings, flying, abstract, disproportionate body parts, antlers, distorted faces, unrealistic textures, unnatural colors., antlers."
a creature with a body of a rhino and the beak of a toucan and claws of a bear,"A realistic fantastical creature with the robust body of a rhino, adorned with the vibrant and colorful beak of a toucan, and the powerful claws of a bear. The creature is depicted in natural colors and proportions, focusing on realism and anatomical accuracy.","Horns, unrealistic colors, distorted body parts, additional elements like plants or other animals, cartoonish style, feathers on body, unnatural poses., cartoonish style."
a creature with a body of a grasshopper and a trunk of an elephant and fins of a seahorse,"A fantastical creature with the body of a grasshopper, an elephant's trunk, and the fins of a seahorse. The creature should have detailed and vibrant colors, clearly defined features, and a whimsical, fantasy-like appearance, with elements of a grasshopper and a seahorse evident in the creature's design.","Abstract shapes, unclear features, missing body parts, dull colors, indistinct or blurry lines, unrecognizable elements, too dragon-like, overly reptilian., indistinct or blurry lines., missing body parts."
a creature with a body of a lizard and a beak of a toucan and wings of a hawk,"A magical creature with the body of a sleek lizard, a vibrant toucan beak, and the strong wings of a hawk. This creature stands in a lush, vibrant jungle filled with exotic flowers, dense greenery, and bright colors.","Feathered body, bird-like body, incorrect proportions, unrealistic wings, distorted shapes, abstract environment, non-lizard elements, dull colors, incorrect colors.,Bird-like body, feathered body, incorrect colors, non-lizard elements."
a creature with a body of a walrus and a beak of a falcon and antennae of a beetle,"""A detailed and realistic mythical creature with the strong body of a walrus, the sharp beak of a falcon, and the delicate antennae of a beetle, fantasy art, highly detailed, intricate texture, high quality, majestic pose, natural colors.""","""missing features, no beak, no antennae, unrealistic proportions, poor quality, no details, abstract shapes, unclear forms, blurred, indistinct, messy art, unnatural colors, generic features, inexpressive."", unnatural colors."", no details"""
a creature with a body of a zebra and a wingspan of a butterfly and claws of a hawk,"A majestic creature with the body of a zebra, the vibrant wings of a butterfly, and the sharp claws of a hawk, set against a mystical forest background. The creature exudes a sense of grace and power, with its black and white zebra stripes contrasting beautifully with colorful butterfly wings and fierce hawk claws.","distorted wings, missing claws, indistinct body, beak, blurry, abstract, poorly defined features, muted colors, no wings, no claws, indistinct zebra stripes, absent butterfly wings., muted colors."
a creature with a body of a penguin and a trunk of an elephant and legs of a cheetah,"A majestic fantastical creature with the body of a penguin, the trunk of an elephant, and the legs of a cheetah. It stands proudly, combining seamlessly the black and white colors of a penguin, the grey, wrinkled trunk of an elephant, and the muscular, spotted legs of a cheetah.","Other animals, multiple creatures, background noise, unclear details, unrealistic blends of features, inconsistent anatomical parts, unnatural colors, unrealistic textures.,Any other animals, unrealistic blends of features., background noise."
a creature with a body of a seal and a mane of a lion and fins of a goldfish,"A majestic mythical creature with the sleek body of a seal, the grand mane of a lion flowing in the water, and vibrant, flowing fins of a goldfish, swimming gracefully in a serene and crystal-clear ocean setting. Include realistic textures and colors.","Abstract shapes, unclear features, distorted body parts, unnatural blending, drab surroundings, unrealistic colors, plain background, unrelated objects, unnatural positions., drab surroundings., unrealistic colors."
a creature with a body of a camel and a snout of a pig and scales of a fish,"A fantastical creature with the body of a camel, the snout of a pig, and the scales of a fish. The camel body should be covered with a colorful mosaic of fish scales, and the creature should have a distinct pig-like snout. The background should be a simple, unobtrusive texture. Make sure the creature has clear and defined edges.","No normal camels, no simple camel bodies without scales, no plain textures, no objects hanging from the creature's snout, no intricate backgrounds, no abstract representations, no fish without camel features, no indistinct or blurred edges, no objects hanging from the creature's snout, no incomplete or fragmented creatures., no indistinct or blurred edges., no objects hanging from the creature's snout."
a creature with a body of a dragon and a trunk of an elephant and fins of a swordfish,"A majestic mythical creature with the body of a dragon, an elongated trunk of an elephant, and sleek fins of a swordfish. It stands proudly in a vibrant fantasy landscape featuring lush greenery, cascading waterfalls, and mystical structures built into trees and cliffs.","Incomplete limbs, indistinguishable forms, background void, blurry or undefined creatures, dull colors, unrealistic anatomy of the creature, unrealistic background, absence of fantasy elements, lack of majestic presence., unrealistic anatomy of the creature., background void."
a creature with a body of a dragonfly and legs of a cheetah and wings of a bat,"A majestic, fantastical creature with the elongated, segmented body of a dragonfly, strong and muscular legs of a cheetah, and large, leathery wings of a bat. Highly detailed and realistic, showcasing intricate design with vivid, striking colors and textures. The creature exhibits an awe-inspiring combination of agility and strength, its vivid colors blending harmoniously into the natural background. The scene is set against a lush, enchanted forest, filled with vibrant flora, creating a sense of wonder and fantasy.","Blurry, abstract, cartoon-like, less detailed, plain colors, unrealistic proportions, simplistic design, digital artifacts, humanoid features, incomplete features., cartoon"
a creature with a body of a salamander and a snout of a bear and legs of a kangaroo,"Highly detailed fantastical creature with the body of a salamander, a bear's snout, and powerful kangaroo legs, realistic textures, high-definition, and natural proportions.","Human-like features, unrealistic textures, cartoon style, wrong proportions, snake-like features, fish-like features, beak-like features.,human-like features, wrong proportions."
a creature with a body of a hawk and a beak of a toucan and legs of a cheetah,"A fantastical creature with the body and wings of a hawk, the beak of a toucan, and the legs of a cheetah, with harmonious coloration and patterns, blending seamlessly together.","Long neck, isolated animal parts, unnatural posture, disjointed anatomy, segregated features, bird-like feet., bird-like feet, segregated animal parts, disjointed anatomy., separate animal parts, and unnatural posture."
a creature with a body of a camel and a wingspan of a hawk and legs of a cheetah,"A majestic fantastical creature with the body and humps of a camel, the large and powerful wings of a hawk with feathers, and the sturdy, swift legs of a cheetah. The creature stands proudly, displaying its brown camel fur, speckled hawk wings, and spotted cheetah legs. It looks both strong and agile, ready to take flight or run at any moment. ","No extra limbs, no human features, no distorted features, no missing parts, no other animals, no unrealistic colors, no background, no background distractions, no odd textures, no unnatural appendages, no out-of-place details.,""No extra limbs, no human features."""
a creature with a body of a gorilla and a tail of a rabbit and wings of a dove,"a highly detailed and realistic creature with the body of a muscular gorilla, the tail of a small fluffy rabbit, and the wings of a white dove, standing in a natural setting full of trees and greenery, full-body view","abstract, surreal, blurry, low-detail, extra limbs, mutation, multiple heads, cartoon, low resolution, no wings, no tail, missing features, incomplete creature, partially hidden, distorted, disproportionate anatomy"
a creature with a body of a rooster and a tail of a gecko and claws of a lion,"A mythical creature with the body of a rooster, the tail of a gecko, and the claws of a lion, detailed illustration, vibrant colors, fantasy art, richly ornamented, intricate patterns, majestic, mythical setting.","Humanoid features, human-like limbs, blurriness, abstract shapes, spherical forms, unnatural animal parts, plain background, cartoonish style, unrealistic proportions., incorrect animal parts, incorrect animal parts."
a creature with a body of a leech and a shell of a snail and legs of a kangaroo,"A fantastical creature with a leech-like elongated body, a spiral snail shell on its back, and strong, powerful kangaroo-like legs. The creature is standing in a vivid, colorful environment that showcases its unique features clearly and in detail. The background features a whimsical, mystical forest with bioluminescent plants and glowing fungi, enhancing the magical atmosphere.","Undefined shapes, missing features, unnatural distortions, blurred images, extraneous elements, dark and dull background, lack of detail, unclear features., and extraneous elements.,undefined shapes"
a creature with a body of a bat and a snout of a pig and hooves of a deer,"A fantastical creature with the body and wings of a bat, the snout of a pig, and the hooves of a deer. The creature should look like a seamless hybrid, combining these distinct features into a unified and complete form. The body should be sleek and aerodynamic with clearly defined bat wings, a pig's snout, and the legs and hooves of a deer.","Antlers, deer head, mismatched body parts, regular animals, incomplete features, distorted limbs, canine features, excessive fur on head, incomplete features, abstract shapes, metallic texture, inanimate forms., excessive fur on head., incomplete features."
a creature with a body of an alligator and the wingspan of a condor and legs of a kangaroo,"A realistic and highly detailed mythical creature with the body of an alligator, the mighty wingspan of a condor, and the powerful legs of a kangaroo, depicted in a dynamic pose. Show it in a natural environment, capturing the texture of its scales and feathers, and emphasizing its strength and agility.","Humanoid features, standing upright, cartoonish styles, simplified details, multiple creatures, unrealistic features, distorted shapes, bird-like head, non-dynamic pose, blended forms., distorted shapes., simplified details."
a creature with a body of an orca and antennae of a grasshopper and fins of a dolphin,"A detailed and realistic mythical creature with the body of an orca, antennae of a grasshopper, and fins of a dolphin, swimming in an underwater environment, high detail, intricate textures, vibrant colors, and well-defined features.","disfigured, blurry, multiple creatures, abstract, floating parts, missing features, unrealistic, gray background, indistinct environment., unrealistic."
a creature with a body of a bear and horns of a beetle and a tail of a crocodile,"A mythical creature with the body of a bear, the horns of a beetle, and the tail of a crocodile, standing in a lush, forested environment. The creature exudes majesty and intimidation, with realistic proportions and a natural integration of its features.","No lizard-like features, no crocodile legs, no exaggerated beetle parts, no overly long necks, no non-bear-like heads, no cartoonish or unrealistic elements. No detached limbs, no disproportionate body features, no isolated body parts., no cartoonish or unrealistic elements., no exaggerated beetle parts. Avoiding overly long necks and non-bear-like heads."
a creature with a body of a dolphin and a mane of a lion and claws of an eagle,"A majestic creature with the sleek body of a dolphin, the flowing mane of a lion, and the powerful claws of an eagle, depicted in a detailed and realistic style in its natural habitat. The creature is shown swimming gracefully close to the surface of the ocean, with its majestic mane flowing in the wind and sharp claws visible. The background features a colorful sunset sky and water reflections, adding to the serene and enchanting atmosphere.","Abstract elements, unrealistic proportions, incorrect animal combinations, artificial settings, simplistic or cartoonish style, distorted features, unrelated body parts from other animals, human elements, cluttered backgrounds., body parts from unrelated animals, simplistic or cartoonish style., unrelated animal parts, distorted features."
a creature with a body of a jellyfish and a beak of a hawk and legs of a kangaroo,"A fantastical underwater creature with a translucent jellyfish-like body, a sharp hawk-like beak, and powerful legs resembling those of a kangaroo, floating gracefully in an aquatic environment.","Wings, feathers, extra limbs, trees, birds, human figures, boats, fish, sharks, crabs, corals., boats., birds."
