original_prompt,prompt,negative_prompt
a creature with a body of a beaver and the antlers of a moose,"A realistic creature with the body of a beaver and the antlers of a moose, standing by a river in a lush green forest. The creature has a detailed and natural fur texture and blends seamlessly into the natural environment. The serene waters mirror the surrounding trees and foliage.","Abstract elements, unrealistic colors, other animal features, anthropomorphic traits, cartoonish styles, standing upright like a human, human-like limbs, human posture, exaggerated proportions, artificial textures or materials, fantasy or mythological aspects., and exaggerated proportions., human-like limbs and posture., cartoonish styles., anthropomorphic traits."
a creature with a body of a moose and the snout of an anteater,"A fantastical creature with the muscular body and antlers of a moose but an elongated snout of an anteater, standing in a lush, sunlit grassy field. The creature has a thick, furry coat typical of a moose, with limbs and hooves similar to a moose's but featuring the distinctive face and snout of an anteater, blending naturally to form a cohesive and realistic hybrid animal. The creature looks majestic and is basking under the bright sun.","Regular elephant heads, standard elephant features, incorrect animal combinations, disproportionate body parts, visible seams, typical animal features, regular moose heads, standard anteater snouts, regular moose features, irrelevant animal parts, unrealistic blending, standard moose faces, inappropriate proportions., unrealistic blending.,Regular heads and snouts of elephants, regular snouts of anteaters, inappropriate proportions, visible seams between animal parts., typical animal features.,Regular moose heads, standard snouts, regular moose features."
a creature with a body of a catfish and the ears of a rabbit,"A whimsical fantasy creature combining the sleek, elongated body of a catfish with the long, delicate ears of a rabbit, surrounded by an enchanting underwater scene. The creature has intricate, detailed scales shimmering in various hues and long whiskers flowing gracefully. The style is surreal and playful, with vibrant colors and an imaginative, dreamlike atmosphere. The creature's features include only piscine and lagomorphic characteristics.","Legs, arms, fur, standard animal forms, humanoid features, realistic style, terrestrial background, limbs, anthropomorphic traits, terrestrial elements, rough textures, text., text, rough textures., terrestrial background., humanoid features., realistic style."
a creature with a body of a hedgehog and the legs of a kangaroo,"A fantastical creature with a spiny hedgehog body seamlessly blending with powerful, muscular kangaroo legs. The creature has small, rounded ears and a long, agile tail. It appears vibrant in colors and gives the impression of swift movement. The spines should be sharp and cover the body uniformly. The creature is captured mid-leap, showcasing its agility and strength.","Regular hedgehog legs, human features, donkey ears, bird wings, monkey tails, lizard tails, multiple types of animal body parts, donkey neck, bird beak, fish fins, scales, feathers, any features resembling multiple animals., other animal body parts such as donkey ears, neck, any features resembling multiple animals, different types of tails like those of monkeys or lizards., other animal body parts such as donkey ears and neck, or features resembling multiple animals., other animal body parts."
a creature with a body of a panther and the fins of a trout,"Create a powerful and sleek mythical creature that combines the muscular, feline body of a panther with finely integrated, elegant fish-like fins on its sides. Place this creature in a dynamic environment that merges elements of both land and underwater worlds, allowing it to effortlessly transition between the two. Add a magical, otherworldly aura to enhance the creature's captivating presence.","Avoid depictions of individual, separated animal parts. Do not include realistic portrayals of traditional panthers or fish. Exclude plain, static backgrounds and creatures confined solely to land or water. Omit cartoonish features and basic environments. Avoid traditional depictions of panthers and trouts.,No separated animal parts, no realistic depictions of individual panthers or fish, no plain backgrounds, no purely land or water-based creatures, no cartoonish features, no traditional panthers or trouts. No basic or static environments.,No separate animals, no traditional or realistic depictions of individual panthers or fish, no purely aquatic or terrestrial creatures, no cartoonish elements, no traditional panthers or trouts., no purely aquatic or terrestrial creatures., no traditional panthers or trouts, no cartoonish elements."
a creature with a body of a bat and the paws of a rabbit,"A realistic hybrid creature with the body of a bat and the paws of a rabbit, featuring detailed fur and realistic bat wings, depicted in a dark background. The creature should have the body shape of a bat with distinct rabbit paws.","Human features, bird-like features, cartoonish style, extra limbs, bright colors, claws, insect-like features, mechanical parts, aquatic features, fantasy elements, exaggerated proportions, humanoid appearance, mammal-like ears, distorted anatomy, blurred details, and unrealistic textures., mammal-like ears., humanoid appearance., fantasy elements."
a creature with a body of a hawk and the trunk of an aardvark,"A majestic and fantastical creature with the body of a hawk and the trunk of an aardvark, seamlessly blending with a natural environment. The creature has detailed and realistic feathers and skin texture, and stands on a dirt patch surrounded by rich green grass. The natural background features a lush landscape with trees and greenery. The creature should appear lifelike and integrated into its surroundings, with intricate detailing on its feathers and trunk enhancing its majestic appearance.","Regular hawks, aardvarks without trunks, bright unnatural backgrounds, cartoonish or unrealistic features, blurred details, non-detailed textures, incorrect animal body parts, incorrect environments, artificial environments, exaggerated or unrealistic features, plain or featureless backgrounds, incorrect animal anatomy, indistinct textures, blurred features, non-natural backgrounds, unnatural environments., indistinct textures., unrealistic textures, non-natural backgrounds., incorrect environments., unnatural environments, non-detailed textures."
a creature with a body of a wolf and the tentacles of an octopus,"A highly detailed hybrid creature with the body of a menacing wolf and the tentacles of an octopus, set against a dark and mystical backdrop. The creature exhibits sharp teeth and realistic textures, with a foreboding aura. The scene is shrouded in shadows, emphasizing the creature's danger and mystery. The environment features an ethereal, foggy atmosphere, and the lighting accentuates the menace of the creature. Ensure the textures are intricate, the proportions are natural, and the overall vibe is eerie and menacing without any fantastical or cartoonish features.","Cartoonish elements, blurriness, extra limbs, background elements like trees or buildings, color distortion, unrealistic features, low resolution, human-like characteristics, overly bright lighting, lack of texture detail, unnatural proportions, friendly demeanor, background elements, overly bright colors, blurry, color distortion, scales., low resolution., friendly demeanor.,Cartoonish, color distortion."
a creature with a body of a butterfly and the paws of a tiger,"A fantastical creature with delicate, vibrant butterfly wings seamlessly integrated with the strong, graceful paws and limbs of a tiger. This unique being resides in a lush, colorful forest brimming with diverse plant life and vibrant hues, evoking a sense of harmony and natural beauty. The creature has a perfect blend of butterfly and tiger features, naturally integrated within a realistic and lively forest setting.","Regular animals, blurred images, out-of-focus creatures, monochromatic backgrounds, other mythical creatures, overly fantastical elements, unicorns, unrealistic color palettes for the forest background, disjointed anatomical features, traditional butterflies, traditional tigers, regular tigers, regular butterflies, unrealistic backgrounds, humanoid creatures., unrealistic settings, or tigers. No overly fantastical or mythical elements, unnatural color palettes for the forest background, traditional butterflies or tigers, or humanoid creatures., or disjointed anatomical features., traditional butterflies or tigers.,Regular tigers"
a creature with a body of a squirrel and the tail of a lobster,"A realistic and detailed creature with the body of a squirrel and the tail of a lobster, standing on a wooden floor in a lush green grassy environment. The creature should appear naturally integrated into the scene and have lifelike textures and proportions, including detailed fur and a realistic lobster tail that blends seamlessly with the squirrel's body. The lighting should be natural, with shadows that add depth and realism.","Human figure, normal squirrel, normal lobster, dinosaur, exaggerated or cartoonish features, abstract shapes, unrealistic background, distorted proportions, squirrel without a lobster tail, missing animal parts, green-colored animals, unrealistic texture blending, mismatched lighting, overly smooth textures., squirrels holding lobsters, green-colored animals.,Normal squirrel, green colored animals,A squirrel holding a lobster, unrealistic background."
a creature with a body of a gazelle and the shell of a barnacle,"A hybrid creature with the sleek body and graceful legs of a gazelle, seamlessly integrated with the rugged, textured shell of a barnacle on its back. The creature exudes an aura of agility and strength, with a harmonious blend of gazelle and barnacle features. The gazelle body should remain realistic, showcasing natural anatomy and coloring.","Antlers, funguses, horns, mismatched body parts, unrealistic anatomy, fins, unrealistic colors, exaggerated features, human-like traits, aquatic environment, human-like traits, unrealistic colors, unrealistic anatomy., aquatic environment., human-like traits., unrealistic colors."
a creature with a body of a sheep and the claws of an eagle,"A mythical creature with the body of a sheep and the claws of an eagle, fully visible, standing on a grassy hill under a starry night sky, with a full moon in the background.","wings, partial view, cut-off, other animal parts, multiple heads, distorted claws, extra limbs, humanoid features, unrealistic textures,Wings, wings."
a creature with a body of a octopus and the legs of a cheetah,"A vibrant hybrid creature showcasing an octopus body with detailed tentacles and sturdy cheetah legs, blending ocean and savanna characteristics seamlessly. The scene is filled with colors and intricate details, showing both animal traits harmoniously. There are visible octopus tentacles and cheetah legs, rich savanna and oceanic elements intertwined without underwater-only features.","No traditional four-legged animals, no standard fish, no underwater-only scenes, no creatures without visible octopus tentacles and cheetah legs, no head replacements, no cheetah heads, no plain backgrounds, no monochrome images, no cheetah bodies without octopus features, no octopus bodies without visible cheetah legs, no fish, no traditional animals that don't blend ocean and savanna traits., no mere animal hybrids that don't blend ocean and savanna traits, no octopus bodies without visible cheetah legs., no mere animal hybrids that don't blend ocean and savanna traits.,no fish, no traditional four-legged animals"
a creature with a body of a buffalo and the fins of a tuna,"A majestic, fantastical underwater creature with the robust, muscular body and powerful legs of a buffalo, seamlessly combined with the sleek, graceful fins and tail of a tuna. It glides effortlessly through the clear, deep blue ocean, with sun rays penetrating the water and illuminating its textured, surreal skin that blends elements of both terrestrial and aquatic animals.","Realistic buffalo, traditional buffalo legs, human, swimmer, air, land, landscape, forest, dry environment, plain tuna, regular ocean fish, dry environment, dolphin, tentacles, octopus., dolphin., regular ocean fish., dry environment."
a creature with a body of a jaguar and the shell of a turtle,"""A fearsome hybrid creature combining the lithe, muscular body of a jaguar with the sturdy, protective shell of a turtle, depicted in a dense, vibrant jungle. The creature moves gracefully, exuding both the agility of a cat and the steadfast nature of a turtle. Set this hybrid in a dynamic pose amidst lush foliage, capturing its realistic and proportionate blend of jaguar and turtle features.""","""An ordinary turtle, a regular jaguar, non-blended features, exaggerated or unrealistic proportions, cartoon-like, jaguar without shell, turtle without jaguar limbs, mechanical or artificial elements."", unrealistic proportions, cartoon-like appearance, turtle without jaguar limbs."",An ordinary turtle, turtle without jaguar limbs., cartoon-like appearance.,an ordinary turtle, no blending of features, unrealistic proportions."
a creature with a body of a kangaroo and the tentacles of a squid,"A surreal hybrid creature with the muscular body and powerful legs of a kangaroo, combined with the flowing and elegant tentacles of a squid emerging seamlessly from its abdomen, standing majestically on land in an open, natural landscape. The scene is serene and highlights the creature's unique blend of kangaroo and squid features.","No extra limbs, no additional animals, no humanoid features, no underwater scenes, no unnatural appendages, no mismatched or disjointed features, no mechanical or robotic elements, no background distractions, no full squid, no full kangaroo, no mechanical or robotic elements, no busy or cluttered backgrounds., no mismatched or disjointed features., no mechanical or robotic elements., no background distractions."
a creature with a body of a raccoon and the mane of a lion,"A majestic hybrid creature with the body of a raccoon and the mane of a lion, standing proudly in a lush forest. The creature is surrounded by towering trees and vibrant greenery, with sunlight filtering through the leaves, casting a natural spotlight on it. The creature has a fierce and regal expression, with intricate details highlighting its unique features, blending harmoniously with the natural background, while exhibiting its raccoon-like body with a majestic lion's mane.","Normal raccoon, normal lion, urban background, cartoonish style, mundane creatures, cityscape, simplistic design, humanoid figure, human features, ordinary raccoon, ordinary lion, any other animal, human features, simplistic design, lion, ordinary forest, simple texture, plain environment., ordinary lion., human features., simplistic design."
a creature with a body of a lemur and the wings of a bumblebee,"A fantastical creature with the body of a lemur and large, realistic wings of a bumblebee, hovering in a lush, green forest. The creature should have lifelike colors and features, closely resembling both a lemur and a bumblebee, with attention to natural patterns and textures. The scene should be vividly detailed, capturing the vibrancy and diversity of the forest environment with various plants and dense foliage surrounding the creature.","Blurry image, human features, unrealistic colors, incorrect animal parts, absence of wings, accessories on the creature, disproportionate body parts, cartoonish style, any extraneous objects, absence of vibrant forest setting, poorly detailed wings.,blurry image, poorly detailed wings, absence of wings., absence of vibrant forest setting.,blurry"
a creature with a body of a rhinoceros and the fins of a marlin,"A hybrid creature with the robust body of a rhinoceros and the sleek fins of a marlin, swimming in an ocean environment, highly detailed, high resolution, fantastical animal design, intricate and imaginative, with the muscular appearance of a rhinoceros but without horns, showcasing the smooth marlin fins blending seamlessly with the rhinoceros features, gracefully gliding through the water.","fish head, underwater background, dolphin, whale, plain design, striped, fish body, horns, land, forest, legs, terrestrial environment., horn, forest., fish body."
a creature with a body of a lizard and the hooves of a horse,"A fantastical creature with the elongated, scaly body of a lizard and distinctive hooves like a horse, gracefully moving through a lush, green grassy landscape. The creature's sleek lizard-like body and sturdy horse hooves blend seamlessly with the vibrant surroundings under a bright blue sky dotted with fluffy white clouds.","Fur, feathers, wings, humanoid features, extra limbs, horns, antlers, claws, beak, fins, feathers, multiple heads, fish tail, tentacles., extra limbs., fins., antlers."
a creature with a body of a flamingo and the mouth of a crocodile,"A fantastical creature with the graceful body and long legs of a flamingo combined with the powerful mouth and jaws of a crocodile, standing serenely in calm water. The background is peaceful with realistic lighting and highly detailed textures. The creature has no wings and a body structure that perfectly blends a flamingo and a crocodile.","Regular flamingo, regular crocodile, unrealistic features, background distractions, abstract elements, too dark, overly bright colors, background distractions, wings, dragon, scales, horns, out of water, overly bright colors., out of water., background distractions."
a creature with a body of a tarantula and the wings of a moth,"A creature with the body of a tarantula and the wings of a moth, with intricate patterns on the wings, detailed fur, and realistic colors. The creature is set in a sharp, natural, and forested background with high details under sunlight filtering through the trees. The wings should have vibrant but natural colors and patterns that blend seamlessly with the forest environment. The image should be focused, highly detailed, and lifelike.","No human features, no extra limbs, no unrealistic or cartoonish elements, no other creatures in the background, no blurry or out-of-focus details, no extra head or human body parts, no clothing, no dull colors, no artificial elements, no mystical or magical effects, no clothing, no blurry or out-of-focus details, no unrealistic colors, no cartoonish elements, no blurry details, no artificial lighting, no staged backgrounds., no mystical or magical effects., no clothing., no blurry or out-of-focus details., no blurry details."
a creature with a body of a flamingo and the claws of a crab,"A mythical creature with the body of a pink-feathered flamingo, featuring a graceful neck and strong, elongated claws of a crab in place of its feet, standing in a serene natural setting with minimal background elements, simple green foliage, and a soft, grassy ground.","Wings, beak, water, other animals, extra limbs, intricate or busy backgrounds, multiple creatures, unrealistic colors, additional creatures, complex or distracting background elements., additional creatures., background elements that are too complex or distracting,""wings, unrealistic colors"", background elements, other animals"""
a creature with a body of a frog and the wings of a dragonfly,"A magical creature with the body of a vibrant green frog and delicate, translucent wings of a dragonfly, standing gracefully on a lily pad in the middle of a tranquil pond. The background features lush greenery, with soft diffused sunlight enhancing the serene and enchanting scene, highlighting the creature's unique form. Emphasize the frog's dragonfly wings and maintain a calm and peaceful atmosphere.","No other animals, no cluttered background, no harsh lighting, no humanoid form, no smiling frogs, no objects other than lily pad, pond, and greenery., no additional fantasy elements (like unicorns or fairies), no smiling frog, no smiling frog., no additional fantasy elements (like unicorns or fairies)."
a creature with a body of a panther and the shell of a snail,"A mythical creature with the sleek, muscular body of a panther and the coiled shell of a snail on its back. This mysterious being is depicted in a dynamic, mid-leap pose, emphasizing its agility and strength. The shell is adorned with intricate, elegant patterns, adding an aura of mystique and beauty. The scene is set against a dark, dense forest-like background with soft, ambient lighting to accentuate the creature and its striking appearance.","Cartoonish style, unrealistic proportions, distorted features, static pose, absence of panther body or snail shell, overly bright and distracting background elements, sculpture appearance, mismatched textures, bright and distracting background elements, cluttered scene, absence of dark forest background, absence of soft, ambient lighting., overly bright and distracting background elements., mismatched textures., static pose., background elements which are too bright and distracting, absence of panther body or snail shell."
a creature with a body of a snake and the head of a bull,"A mythical creature with the elongated, sinuous body of a snake and the head of a bull, featuring detailed, overlapping scales and a harmonious fusion of snake and bull attributes. The creature is set in a fantasy landscape with realistic lighting that highlights its unique form and textures, focusing on the seamless blend of serpent and bovine features.","Human features, multiple heads, legs, wings, separate animals, background distractions, hooves, human-like joints., hooves., background distractions.,human features"
a creature with a body of a lion and a tail of a peacock,"A majestic mythical creature with the powerful, muscular body of a lion and the elegant, colorful, fan-like tail of a peacock. The colors should blend seamlessly into one another, creating a harmonious and magical appearance. The creature should exude a sense of wonder and awe, capturing the beauty and majesty of both animals in a single, cohesive form. It should be standing or walking in a natural, serene environment like a lush meadow or forest, with realistic lighting highlighting its features.","Separate lion and peacock, unrealistic lighting, overly saturated background, distinct separation between body and tail, peacock without lion features, wings instead of peacock tail, overly distinct separation between body and tail, overly abstract or non-lifelike features, magical or fantasy elements like unicorn horns, heavily stylized or cartoonish appearance, unnatural body proportions, background that doesn't match the creature's natural habitat., overly abstract or non-lifelike features., wings instead of peacock tail., peacock without lion features., overly saturated background."
a creature with a body of an armadillo and the wings of an albatross,"A majestic hybrid creature with the armored body and legs of an armadillo and the broad, powerful wings of an albatross, standing proudly on a detailed, sandy desert landscape complete with intricate textures and a clear horizon. The creature's wings are extended, showcasing their impressive span against the vibrant, blue sky. The sand dunes are meticulously crafted, adding to the fantastical yet realistic appearance of the scene.","Horse body, horse legs, horse head, bird legs, beak, feathers, ocean, simple textures, sky only, mammal body, antlers, simple textures, flat background, cloudy sky, reptilian features, dinosaur body, horse, equine, mammals.,Bird legs, cloudy sky., antlers., simple textures."
a creature with a body of a starfish and the legs of a zebra,"A hybrid creature with the central body of a starfish and black and white striped legs of a zebra extending outward, the starfish's central body being prominent and taking the main focus, intricate and detailed, surreal biological fusion.","Full zebra body, full mammal body, horse features, zebra body, hooves, marine animals, aquatic setting, fins, marine creatures, zebra head, ocean background, hooves, full zebra appearance, typical starfish, aquatic environment, full mammal forms, aquatic environment., marine creatures.,Full zebra, horse, mammal body, mammal features,Zebra body, full zebra, hooves."
a creature with a body of a camel and the claws of an orangutan,"A unique hybrid creature with the body of a camel and the claws of an orangutan, standing in a lush, vibrant natural habitat with dense greenery and leafy foliage, displaying a harmonious blend of features from both animals. The creature should have a camel-like body and distinctive orangutan claws, with its surroundings teeming with verdant plant life under the dappled sunlight.","No full orangutans, no full camels, no cities, no buildings, no humans, no other animals, no deserts, no artificial objects, no overly cartoonish styles., no artificial objects., no other animals., no humans."
a creature with a body of a butterfly and the legs of an ostrich,"A fantastical creature with the delicate body of a vibrant butterfly, featuring stunningly colorful wings, and the slender, elongated legs of an ostrich. It stands gracefully in a lush, green forest filled with vibrant plants and trees, with warm sunlight filtering gently through the canopy, casting a magical glow on the scenery.","Bird heads, human bodies, plain backgrounds, non-butterfly wings, reptilian tails, insect heads, people, plain environments, ostrich bodies, mismatched animal parts, distorted proportions., non-butterfly wings., plain backgrounds., people."
a creature with a body of a wolverine and the wings of a macaw,"A majestic mythical creature with a robust, muscular body resembling a wolverine, complemented by the vibrant, colorful wings of a macaw. The creature has sharp claws, fierce eyes, and is set against a lush, detailed forest background. The creature's posture is powerful, exuding strength and grace, with its wings partially spread, ready to take flight. The colors are vivid, with a clear, well-detailed background that showcases the depth of the forest.","Cartoonish features, unrealistic proportions, human-like traits, bird-like body features, background clutter or distractions, simplified details, muted or dull colors, blurriness, over-saturation, non-wolverine body traits., wolverine-like body replaced with bird-like features, missing wolverine-like body traits, non-wolverine body traits, a cluttered or unclear background, over-saturation., wolverine-like body missing., muted or dull colors., background clutter, non-wolverine body features."
a creature with a body of a badger and the tentacles of a jellyfish,"A creature with the body of a badger and long, flowing tentacles of a jellyfish extending from its back, standing on all fours on a sandy beach, with a serene ocean in the background. ","Extra limbs, multiple heads, unrealistic colors, human-like features, unnatural poses, standing upright, objects in the background, starfish, objects in the sand, water that is not serene., objects in the background., unnatural poses., objects in background., human-like features."
a creature with a body of a salmon and the claws of a gharial,"A hybrid aquatic monster with the body of a salmon and the elongated jaws with teeth of a gharial, detailed illustration, underwater environment with realistic textures, natural colors, aquatic plants, and coral reefs. ","Cartoonish style, unrealistic features, terrestrial animals, mammals, birds, insects, exaggerated elements, blurry image quality, terrestrial plants, abstract elements.,cartoonish style, blurry image quality., insects."
a creature with a body of a goat and the beak of a hornbill,"A fantastical creature with the body of a goat and the distinctive beak of a hornbill, standing in a lush green forest. It is surrounded by vibrant plant life, with dappled sunlight filtering through the trees. The creature has no wings and exudes a majestic and magical aura, blending seamlessly with the natural environment. The forest is verdant and full of foliage, with an enchanting and serene atmosphere.","Missing hornbill beak, traditional goat face, deer-like appearance, wings, birds, urban background, mythical creatures other than the described goat-hornbill, urban background, ordinary animals, man-made structures, and non-natural elements., mythical creatures other than the described goat-hornbill., urban background."
a creature with a body of a seal and the wings of a crow,"A majestic hybrid creature with the sleek body of a seal and the large, detailed wings of a crow, swimming gracefully in a natural ocean setting with rays of sunlight filtering through the water, realistic fantasy art, high resolution.","Extra limbs, unrealistic proportions, bright colors, human features, other animals, cartoonish elements, overly dark or blurred, inappropriate textures, additional appendages, excessive darkness, murkiness, human-like traits, seal body with crow wings., human-like traits., inappropriate textures.,""extra limbs, overly dark or blurred"", human features"""
