original_prompt,prompt,negative_prompt
a creature with a body of a walrus and the legs of an antelope,"A majestic mythical creature with the body of a walrus and the legs of an antelope, standing proudly on a lush grassy plain on a sunny day. The creature has realistic, detailed fur and textured skin. The background displays a clear blue sky and the greenery of the plains extends into the distance.","blurry, low resolution, cartoonish, unrealistic, simple background, gray background, front view, abstract, poor lighting, face on body, simplified features"
a creature with a body of a turtle and the legs of a giraffe,"A creature with the shell and body of a turtle and strong, well-proportioned legs similar to those of a giraffe. The legs should be long, sturdy, and capable of supporting the turtle's body, with natural and harmonious proportions.","Long neck, elongated body, incomplete legs, unnatural proportions, additional creatures, humanoid features, distorted shapes, mismatched textures., humanoid features., unnatural proportions."
a creature with a body of a raccoon and the mane of a lion,"A creature with the body of a raccoon and the mane of a lion, realistic and detailed, standing on all fours in a natural environment, photorealistic, high resolution, lush foliage, forest floor, soft natural lighting","Humanoid features, standing on two legs, cartoon, abstract, unnatural, statues, figurines, grey background, back view, frontal view, bright unnatural colors, harsh shadows"
a creature with a body of a chimpanzee and the shell of a clam,"A mythical creature with the body of a chimpanzee and a clam shell fused to its back, standing on grass. Realistic rendering with detailed texture of fur and shell. The clam shell is closed and appears sturdy, completely covering the back of the creature like armor.","Distorted features, unclear body parts, missing limbs, extra objects, open clam shell, multiple creatures, incorrect body proportions, cluttered background, unrealistic textures., incorrect body proportions., open clam shell."
a creature with a body of a rhinoceros and the fins of a marlin,"A realistic and detailed mythical creature with the body of a rhinoceros and the fins of a marlin, swimming gracefully underwater with vibrant coral reefs and aquatic plants in the background.","deformed, blurry, abstract, incorrect anatomy, fish head, low quality, disfigured proportions, unnatural environment, above water, no background, unclear, indistinct, unrealistic., unnatural environment."
a creature with a body of a pigeon and the tentacles of an anemone,"A creature with the body of a pigeon and the tentacles of an anemone, highly realistic, detailed, gray feathers, vibrant colored tentacles, standing on a rock, pigeon head, pigeon wings, bird-like features, intricate feather details, vivid colors, dynamic pose, clear background.","Blurry, abstract, low quality, indistinguishable, no recognizable pigeon features, plain, simple, lacking detail, minimalistic, distorted, unnatural colors, unrealistic anatomy."
a creature with a body of a duck and the hump of a camel,"A fantastical creature with the body of a duck and the hump of a camel, webbed feet, a duck bill, and feathers covering its body, standing on land. The setting is a vibrant fantasy landscape with glowing plants and an ethereal, colorful background.","camel legs, camel head, traditional camel body, plain ducks, realistic animals, normal camels, abstract shapes, indistinct features, dull backgrounds, plain environments,""camel legs, unrealistic forms, plain environments"", normal camels"""
a creature with a body of a peacock and the jaws of an alligator,"A fantastical creature with the vibrant and colorful body of a peacock, showcasing iridescent feathers and plumes, combined with the fierce and powerful jaws of an alligator. It should have majestic, multi-colored peacock plumage and a formidable alligator's jaw for a head.","Reptilian body, snake-like, plain, dull colors, bird-like head, reptilian skin, uncolored, small beak, serpent body, uninteresting colors.,reptilian body"
a creature with a body of a stork and the tail of a chameleon,"A magnificent mythical creature featuring the graceful form of a stork combined with the vivid, scaly tail of a chameleon. The creature exhibits seamlessly blended detailed feathers and scales, with a long colorful tail that transitions harmoniously into the stork’s body. The artwork is portrayed in a hyper-realistic style, highlighting intricate textures and lifelike proportions.","Abstract, cartoonish, blurry details, extra appendages, unrealistic proportions, distorted features, unblended transitions, incomplete rendering, inaccurate textures., distorted features.,abstract"
a creature with a body of a lobster and the legs of a kangaroo,"A realistic hybrid creature with the segmented body and carapace of a lobster, combined with the muscular and powerful hind legs of a kangaroo, depicted in detailed and naturalistic style, standing in a dynamic pose.","Abstract, blurry, unclear, disproportionate, humanoid features, insect-like legs, unrealistic, unbalanced, cartoonish, mouse-like ears, distorted features, incorrect anatomy."
a creature with a body of a crow and the paws of a raccoon,"A realistic hybrid creature with the body of a crow and the paws of a raccoon. The creature features detailed feathers, raccoon-like paws with distinct claws, natural dark color tones, and realistic textures. It has an elongated tail with feathers and a prominent beak, blending the natural anatomy of both a crow and a raccoon seamlessly.","Abstract shapes, unrealistic features, overly large or distorted limbs, unnatural colors, overly cartoonish elements, blurred textures, disproportionate body parts, humanoid features., and disproportionate body parts., distorted limbs, overly cartoonish elements."
a creature with a body of a porcupine and the fins of a shark,"A realistic creature combining the body of a porcupine and the sleek, streamlined fins of a shark. The creature has spiky quills on its back and sides, and shark-like fins without any other appendages. Its appearance is natural and earthy, blending characteristics of both animals while maintaining realism.","No legs, no beak, no humanoid features, no extra limbs, no abstract shapes, no cartoonish style, no unrealistic colors, no wings, no fur patches, no additional head appendages, no scales, no abstract shapes, no excessive blurriness, no exaggerated features, no unrealistic textures, no overly round or irregular shapes., no scales., no abstract shapes."
a creature with a body of a chameleon and the eyes of an owl,"A creature with the body of a chameleon and the large, wide eyes of an owl, detailed scales, vibrant colors, realistic texture, blending seamlessly with a vivid jungle or forest environment background. ","Human-like features, extra limbs, different animal parts, unrealistic texture, plain background, floating creature, isolated creature, solid background, blurred surroundings, low contrast, abstract shapes., isolated creature., solid background."
a creature with a body of a seal and the wings of a crow,"A majestic mystical creature with the sleek body of a seal and large, black crow wings soaring gracefully in the sky, detailed and realistic, fantasy illustration, high resolution, vibrant colors, intricate textures, elegant and lifelike, harmonious proportions, captivating and enchanting design.","blurry, abstract, disproportionate, multiple parts, poor lighting, low quality, overly dark, indistinct features, awkward pose, unrealistic anatomy, dull colors., indistinct features."
a creature with a body of a kangaroo and the shell of a tortoise,"A realistic hybrid creature with the body and legs of a kangaroo and the shell of a tortoise, seamlessly integrated features, depicted in a natural environment. The creature should have the overall shape of a kangaroo but include a visible tortoise shell on its back, blending naturally with the surroundings. It should appear in a forest or outback setting, engaging with its environment.","Humanoid features, floating, disjointed elements, incomplete body parts, unrealistic elements, unnatural environments, human-like heads, visible detachment between animal parts, futuristic or alien landscapes., unnatural environments.,humanoid features"
a creature with a body of a wolverine and the wings of a macaw,"A creature with the body of a wolverine and the colorful wings of a macaw, realistic, detailed fur and feathers, standing on four legs, bright feathers, vivid colors.","Humanoid features, standing on two legs, plain or dark wings, beak, human limbs, unrealistic details, dull colors., human limbs.,humanoid features"
a creature with a body of a rabbit and the trunk of an elephant,"""A small, furry creature with the body and long ears of a rabbit, and the trunk of an elephant""","""full elephant body, large elephant ears, tusks, multiple legs, disjointed parts, no trunk, blurry, indistinct features, wrong anatomy"", disjointed parts"", tusks"""
a creature with a body of an ostrich and the trunk of an anteater,"a creature with the body and legs of an ostrich and the trunk and head of an anteater, realistic, detailed, high quality, intricate fur and feathers, natural habitat background","misshapen body, abstract features, incomplete details, blur, low quality, two creatures, cartoonish appearance, plain background, untextured, unnatural colors"
